kid,nhet,kerr10,kerr12,nmaj,kerr01,kerr02,nmnr,kerr20,kerr21,er0,er1,er2,toter
A0008,5658,0,0,47659,0,0,771,0,0,0,0,0,0
A0020,5253,0,0,48435,0,0,819,0,0,0,0,0,0
A0022,6193,0,0,47675,0,0,822,0,0,0,0,0,0
A0034,5350,0,0,47667,0,0,763,0,0,0,0,0,0
A0035,5294,0,0,47453,0,0,782,0,0,0,0,0,0
A0036,5535,0,0,47345,0,0,833,0,0,0,0,0,0
A0038,5428,0,0,47785,0,0,719,0,0,0,0,0,0
A0044,5687,0,0,47476,0,0,800,0,0,0,0,0,0
A0064,5428,0,0,48060,0,0,858,0,0,0,0,0,0
A0072,5560,0,0,47890,0,0,767,0,0,0,0,0,0
A0081,5869,0,0,48260,0,0,818,0,0,0,0,0,0
A0085,5430,0,0,48230,0,0,818,0,0,0,0,0,0
A0094,5260,0,0,48239,0,0,812,0,0,0,0,0,0
A0103,5501,0,0,47329,0,0,772,0,0,0,0,0,0
A0107,5521,0,0,47411,0,0,863,0,0,0,0,0,0
A0112,5253,0,0,48435,0,0,819,0,0,0,0,0,0
A0113,5497,0,0,47405,0,0,810,0,0,0,0,0,0
A0115,5501,0,0,47329,0,0,772,0,0,0,0,0,0
A0121,5351,0,0,47255,0,0,775,0,0,0,0,0,0
A0126,5371,0,0,48053,0,0,800,0,0,0,0,0,0
A0134,5141,0,0,47853,0,0,817,0,0,0,0,0,0
A0137,5409,0,0,47664,0,0,779,0,0,0,0,0,0
A0142,5411,0,0,47728,0,0,780,0,0,0,0,0,0
A0143,5661,0,0,47236,0,0,857,0,0,0,0,0,0
A0148,5639,0,0,48467,0,0,833,0,0,0,0,0,0
A0154,6193,0,0,47675,0,0,822,0,0,0,0,0,0
A0172,5703,0,0,48321,0,0,802,0,0,0,0,0,0
A0182,5501,0,0,47329,0,0,772,0,0,0,0,0,0
A0184,5570,0,0,47355,0,0,885,0,0,0,0,0,0
A0186,5661,0,0,47236,0,0,857,0,0,0,0,0,0
A0194,5703,0,0,48321,0,0,802,0,0,0,0,0,0
A0201,5481,0,0,47516,0,0,814,0,0,0,0,0,0
A0205,5346,0,0,47427,0,0,789,0,0,0,0,0,0
A0213,5501,0,0,47329,0,0,772,0,0,0,0,0,0
A0216,5703,0,0,48321,0,0,802,0,0,0,0,0,0
A0231,5510,0,0,47433,0,0,761,0,0,0,0,0,0
A0263,5499,0,0,47422,0,0,788,0,0,0,0,0,0
A0264,5318,0,0,47674,0,0,701,0,0,0,0,0,0
A0269,5686,0,0,47472,0,0,742,0,0,0,0,0,0
A0279,5430,0,0,48230,0,0,818,0,0,0,0,0,0
A0291,5411,0,0,47728,0,0,780,0,0,0,0,0,0
A0303,5869,0,0,48260,0,0,818,0,0,0,0,0,0
A0305,5415,0,0,47983,0,0,778,0,0,0,0,0,0
A0318,6387,0,0,48208,0,0,950,0,0,0,0,0,0
A0321,5501,0,0,47329,0,0,772,0,0,0,0,0,0
A0323,5558,0,0,48289,0,0,769,0,0,0,0,0,0
A0324,5501,0,0,47329,0,0,772,0,0,0,0,0,0
A0329,5259,0,0,47682,0,0,841,0,0,0,0,0,0
A0345,5259,0,0,47682,0,0,841,0,0,0,0,0,0
A0350,5700,0,0,47807,0,0,725,0,0,0,0,0,0
A0360,5259,0,0,47682,0,0,841,0,0,0,0,0,0
A0375,5639,0,0,48467,0,0,833,0,0,0,0,0,0
A0377,5400,0,0,48152,0,0,720,0,0,0,0,0,0
A0379,5346,0,0,47427,0,0,789,0,0,0,0,0,0
A0384,5474,0,0,48187,0,0,881,0,0,0,0,0,0
A0385,5501,0,0,47329,0,0,772,0,0,0,0,0,0
A0392,5415,0,0,47983,0,0,778,0,0,0,0,0,0
A0394,5786,0,0,48358,0,0,928,0,0,0,0,0,0
A0404,5558,0,0,48289,0,0,769,0,0,0,0,0,0
A0406,5253,0,0,48435,0,0,819,0,0,0,0,0,0
A0434,5546,0,0,48220,0,0,838,0,0,0,0,0,0
A0435,6123,0,0,48265,0,0,893,0,0,0,0,0,0
A0439,5519,0,0,47916,0,0,809,0,0,0,0,0,0
A0452,5457,0,0,47574,0,0,753,0,0,0,0,0,0
A0461,5471,0,0,48250,0,0,727,0,0,0,0,0,0
A0474,5409,0,0,47664,0,0,779,0,0,0,0,0,0
A0475,5337,0,0,47875,0,0,778,0,0,0,0,0,0
A0477,5639,0,0,48467,0,0,833,0,0,0,0,0,0
A0481,5560,0,0,47890,0,0,767,0,0,0,0,0,0
A0483,5659,0,0,48446,0,0,847,0,0,0,0,0,0
A0493,5259,0,0,47682,0,0,841,0,0,0,0,0,0
A0495,5546,0,0,48220,0,0,838,0,0,0,0,0,0
A0506,5707,0,0,48268,0,0,801,0,0,0,0,0,0
A0516,5558,0,0,48289,0,0,769,0,0,0,0,0,0
A0530,5661,0,0,47236,0,0,857,0,0,0,0,0,0
A0532,5658,0,0,47659,0,0,771,0,0,0,0,0,0
A0533,5356,0,0,47843,0,0,796,0,0,0,0,0,0
A0544,5468,0,0,47752,0,0,792,0,0,0,0,0,0
A0551,5519,0,0,47916,0,0,809,0,0,0,0,0,0
A0552,5658,0,0,47659,0,0,771,0,0,0,0,0,0
A0560,5501,0,0,47329,0,0,772,0,0,0,0,0,0
A0564,5489,0,0,47449,0,0,806,0,0,0,0,0,0
A0566,4697,0,0,48730,0,0,953,0,0,0,0,0,0
A0572,5409,0,0,47664,0,0,779,0,0,0,0,0,0
A0573,5457,0,0,47574,0,0,753,0,0,0,0,0,0
A0574,5471,0,0,48250,0,0,727,0,0,0,0,0,0
A0580,5259,0,0,47682,0,0,841,0,0,0,0,0,0
A0597,5519,0,0,47697,0,0,862,0,0,0,0,0,0
A0601,5510,0,0,47426,0,0,901,0,0,0,0,0,0
A0605,5294,0,0,47453,0,0,782,0,0,0,0,0,0
A0631,5300,0,0,48267,0,0,818,0,0,0,0,0,0
A0632,5114,0,0,48491,0,0,893,0,0,0,0,0,0
A0634,5430,0,0,48230,0,0,818,0,0,0,0,0,0
A0640,5786,0,0,48358,0,0,928,0,0,0,0,0,0
A0643,5302,0,0,47744,0,0,790,0,0,0,0,0,0
A0651,5457,0,0,47574,0,0,753,0,0,0,0,0,0
A0655,5428,0,0,47785,0,0,719,0,0,0,0,0,0
A0661,5600,0,0,47674,0,0,827,0,0,0,0,0,0
A0689,5920,0,0,48426,0,0,909,0,0,0,0,0,0
A0691,5409,0,0,47664,0,0,779,0,0,0,0,0,0
A0692,5253,0,0,48435,0,0,819,0,0,0,0,0,0
A0698,5501,0,0,47329,0,0,772,0,0,0,0,0,0
A0724,5497,0,0,47405,0,0,810,0,0,0,0,0,0
A0727,5433,0,0,47924,0,0,868,0,0,0,0,0,0
A0743,5786,0,0,48358,0,0,928,0,0,0,0,0,0
A0767,5703,0,0,48321,0,0,802,0,0,0,0,0,0
A0775,5658,0,0,47659,0,0,771,0,0,0,0,0,0
A0776,5428,0,0,47785,0,0,719,0,0,0,0,0,0
A0783,5497,0,0,47405,0,0,810,0,0,0,0,0,0
A0788,6148,0,0,48896,0,0,978,0,0,0,0,0,0
A0799,5356,0,0,47843,0,0,796,0,0,0,0,0,0
A0820,5920,0,0,48426,0,0,909,0,0,0,0,0,0
A0825,5699,0,0,48840,0,0,1021,0,0,0,0,0,0
A0828,5277,0,0,47836,0,0,836,0,0,0,0,0,0
A0840,5729,0,0,48257,0,0,807,0,0,0,0,0,0
A0856,5699,0,0,48840,0,0,1021,0,0,0,0,0,0
A0859,6148,0,0,48896,0,0,978,0,0,0,0,0,0
A0862,5449,0,0,47095,0,0,926,0,0,0,0,0,0
A0867,5415,0,0,47983,0,0,778,0,0,0,0,0,0
A0873,5114,0,0,48491,0,0,893,0,0,0,0,0,0
A0883,5558,0,0,48289,0,0,769,0,0,0,0,0,0
A0885,5920,0,0,48426,0,0,909,0,0,0,0,0,0
A0890,5786,0,0,48358,0,0,928,0,0,0,0,0,0
A0894,5920,0,0,48426,0,0,909,0,0,0,0,0,0
A0896,5535,0,0,47345,0,0,833,0,0,0,0,0,0
A0899,5259,0,0,47682,0,0,841,0,0,0,0,0,0
A0903,5240,0,0,47927,0,0,838,0,0,0,0,0,0
A0904,5920,0,0,48426,0,0,909,0,0,0,0,0,0
A0905,5707,0,0,48268,0,0,801,0,0,0,0,0,0
A0908,5409,0,0,47664,0,0,779,0,0,0,0,0,0
A0918,5738,0,0,47735,0,0,778,0,0,0,0,0,0
A0924,5356,0,0,47843,0,0,796,0,0,0,0,0,0
A0926,5368,0,0,48076,0,0,824,0,0,0,0,0,0
A0932,5409,0,0,47664,0,0,779,0,0,0,0,0,0
A0939,5294,0,0,47453,0,0,782,0,0,0,0,0,0
A0944,6148,0,0,48896,0,0,978,0,0,0,0,0,0
A0945,5259,0,0,47682,0,0,841,0,0,0,0,0,0
A0949,5259,0,0,47682,0,0,841,0,0,0,0,0,0
A0952,5527,0,0,47959,0,0,709,0,0,0,0,0,0
A0953,5114,0,0,48491,0,0,893,0,0,0,0,0,0
A0958,5400,0,0,48152,0,0,720,0,0,0,0,0,0
A0959,5513,0,0,48057,0,0,862,0,0,0,0,0,0
A0976,5297,0,0,47720,0,0,802,0,0,0,0,0,0
A0981,5535,0,0,47345,0,0,833,0,0,0,0,0,0
A0986,5259,0,0,47682,0,0,841,0,0,0,0,0,0
A0990,5833,0,0,48134,0,0,856,0,0,0,0,0,0
A0994,5501,0,0,47329,0,0,772,0,0,0,0,0,0
A1011,5164,0,0,47734,0,0,701,0,0,0,0,0,0
A1012,5430,0,0,48230,0,0,818,0,0,0,0,0,0
A1015,5730,0,0,47501,0,0,697,0,0,0,0,0,0
A1026,5368,0,0,48076,0,0,824,0,0,0,0,0,0
A1027,5428,0,0,47785,0,0,719,0,0,0,0,0,0
A1028,5562,0,0,48038,0,0,843,0,0,0,0,0,0
A1029,5786,0,0,48358,0,0,928,0,0,0,0,0,0
A1030,5869,0,0,48260,0,0,818,0,0,0,0,0,0
A1032,5501,0,0,47329,0,0,772,0,0,0,0,0,0
A1035,5381,0,0,47584,0,0,720,0,0,0,0,0,0
A1041,5457,0,0,47574,0,0,753,0,0,0,0,0,0
A1044,5707,0,0,48268,0,0,801,0,0,0,0,0,0
A1049,5356,0,0,47843,0,0,796,0,0,0,0,0,0
A1051,5337,0,0,47875,0,0,778,0,0,0,0,0,0
A1058,5409,0,0,47664,0,0,779,0,0,0,0,0,0
A1067,5786,0,0,48358,0,0,928,0,0,0,0,0,0
A1068,5253,0,0,48435,0,0,819,0,0,0,0,0,0
A1078,5593,0,0,47480,0,0,802,0,0,0,0,0,0
A1083,5260,0,0,48239,0,0,812,0,0,0,0,0,0
A1089,5294,0,0,47453,0,0,782,0,0,0,0,0,0
A1090,5920,0,0,48426,0,0,909,0,0,0,0,0,0
A1096,5370,0,0,48173,0,0,969,0,0,0,0,0,0
A1098,5686,0,0,47472,0,0,742,0,0,0,0,0,0
A1102,5507,0,0,47556,0,0,793,0,0,0,0,0,0
A1103,5510,0,0,47433,0,0,761,0,0,0,0,0,0
A1110,5503,0,0,48554,0,0,812,0,0,0,0,0,0
A1126,5434,0,0,47592,0,0,913,0,0,0,0,0,0
A1132,5510,0,0,47426,0,0,901,0,0,0,0,0,0
A1160,5428,0,0,47785,0,0,719,0,0,0,0,0,0
A1193,7070,0,0,48619,0,0,983,0,0,0,0,0,0
A1202,5501,0,0,47329,0,0,772,0,0,0,0,0,0
A1206,5546,0,0,48220,0,0,838,0,0,0,0,0,0
A1216,5300,0,0,48267,0,0,818,0,0,0,0,0,0
A1219,5601,0,0,47400,0,0,796,0,0,0,0,0,0
A1238,5430,0,0,48230,0,0,818,0,0,0,0,0,0
A1253,5257,0,0,47455,0,0,791,0,0,0,0,0,0
A1274,5415,0,0,47983,0,0,778,0,0,0,0,0,0
A1276,5659,0,0,48446,0,0,847,0,0,0,0,0,0
A1280,5294,0,0,47799,0,0,833,0,0,0,0,0,0
A1281,5409,0,0,47664,0,0,779,0,0,0,0,0,0
A1286,5699,0,0,48840,0,0,1021,0,0,0,0,0,0
A1289,5434,0,0,47592,0,0,913,0,0,0,0,0,0
A1305,5513,0,0,48057,0,0,862,0,0,0,0,0,0
A1316,5513,0,0,48057,0,0,862,0,0,0,0,0,0
A1317,5501,0,0,47329,0,0,772,0,0,0,0,0,0
A1319,5114,0,0,48491,0,0,893,0,0,0,0,0,0
A1320,5730,0,0,47499,0,0,803,0,0,0,0,0,0
A1322,5260,0,0,48239,0,0,812,0,0,0,0,0,0
A1324,5457,0,0,47574,0,0,753,0,0,0,0,0,0
A1325,5686,0,0,47472,0,0,742,0,0,0,0,0,0
A1326,5294,0,0,47453,0,0,782,0,0,0,0,0,0
A1328,5346,0,0,47427,0,0,789,0,0,0,0,0,0
A1337,5259,0,0,47682,0,0,841,0,0,0,0,0,0
A1340,5601,0,0,47400,0,0,796,0,0,0,0,0,0
A1355,5259,0,0,47682,0,0,841,0,0,0,0,0,0
A1356,5434,0,0,47592,0,0,913,0,0,0,0,0,0
A1360,5259,0,0,47682,0,0,841,0,0,0,0,0,0
A1365,5318,0,0,47674,0,0,701,0,0,0,0,0,0
A1392,5703,0,0,48321,0,0,802,0,0,0,0,0,0
A1396,5786,0,0,48358,0,0,928,0,0,0,0,0,0
A1413,5497,0,0,47405,0,0,810,0,0,0,0,0,0
A1415,5251,0,0,48003,0,0,753,0,0,0,0,0,0
A1417,5114,0,0,48491,0,0,893,0,0,0,0,0,0
A1420,5665,0,0,48345,0,0,827,0,0,0,0,0,0
A1432,5430,0,0,48230,0,0,818,0,0,0,0,0,0
A1433,5451,0,0,47874,0,0,713,0,0,0,0,0,0
A1434,5786,0,0,48358,0,0,928,0,0,0,0,0,0
A1438,5658,0,0,47659,0,0,771,0,0,0,0,0,0
A1447,5259,0,0,47682,0,0,841,0,0,0,0,0,0
A1469,5428,0,0,47785,0,0,719,0,0,0,0,0,0
A1473,5497,0,0,47405,0,0,810,0,0,0,0,0,0
A1485,5186,0,0,47806,0,0,777,0,0,0,0,0,0
A1488,5370,0,0,48173,0,0,969,0,0,0,0,0,0
A1504,5497,0,0,47405,0,0,810,0,0,0,0,0,0
A1512,5707,0,0,48268,0,0,801,0,0,0,0,0,0
A1532,5300,0,0,48267,0,0,818,0,0,0,0,0,0
A1533,6158,0,0,48681,0,0,836,0,0,0,0,0,0
A1558,5300,0,0,48267,0,0,818,0,0,0,0,0,0
A1563,5114,0,0,48491,0,0,893,0,0,0,0,0,0
A1589,5259,0,0,47682,0,0,841,0,0,0,0,0,0
A1592,5546,0,0,48220,0,0,838,0,0,0,0,0,0
A1593,5560,0,0,47890,0,0,767,0,0,0,0,0,0
A1612,5647,0,0,47573,0,0,744,0,0,0,0,0,0
A1622,5503,0,0,48554,0,0,812,0,0,0,0,0,0
A1625,6193,0,0,47675,0,0,822,0,0,0,0,0,0
A1632,5409,0,0,47664,0,0,779,0,0,0,0,0,0
A1638,5141,0,0,47853,0,0,817,0,0,0,0,0,0
A1642,5703,0,0,48321,0,0,802,0,0,0,0,0,0
A1643,5497,0,0,47405,0,0,810,0,0,0,0,0,0
A1644,5430,0,0,48230,0,0,818,0,0,0,0,0,0
A1646,5707,0,0,48268,0,0,801,0,0,0,0,0,0
A1654,5426,0,0,47783,0,0,775,0,0,0,0,0,0
A1662,5379,0,0,47615,0,0,775,0,0,0,0,0,0
A1665,5350,0,0,47667,0,0,763,0,0,0,0,0,0
A1696,5297,0,0,47720,0,0,802,0,0,0,0,0,0
A1699,5661,0,0,47236,0,0,857,0,0,0,0,0,0
A1700,5592,0,0,47558,0,0,707,0,0,0,0,0,0
A1704,5294,0,0,47453,0,0,782,0,0,0,0,0,0
A1731,5699,0,0,48840,0,0,1021,0,0,0,0,0,0
A1733,5558,0,0,48289,0,0,769,0,0,0,0,0,0
A1739,5428,0,0,47785,0,0,719,0,0,0,0,0,0
A1748,5920,0,0,48426,0,0,909,0,0,0,0,0,0
A1756,5707,0,0,48268,0,0,801,0,0,0,0,0,0
A1764,5501,0,0,47329,0,0,772,0,0,0,0,0,0
A1768,5869,0,0,48260,0,0,818,0,0,0,0,0,0
A1769,5532,0,0,47002,0,0,789,0,0,0,0,0,0
A1775,5786,0,0,48358,0,0,928,0,0,0,0,0,0
A1777,5259,0,0,47682,0,0,841,0,0,0,0,0,0
A1806,5601,0,0,47400,0,0,796,0,0,0,0,0,0
A1824,5501,0,0,47329,0,0,772,0,0,0,0,0,0
A1833,5346,0,0,47427,0,0,789,0,0,0,0,0,0
A1834,5729,0,0,48257,0,0,807,0,0,0,0,0,0
A1837,5141,0,0,47853,0,0,817,0,0,0,0,0,0
A1841,5786,0,0,48358,0,0,928,0,0,0,0,0,0
A1847,5786,0,0,48358,0,0,928,0,0,0,0,0,0
A1857,5510,0,0,47426,0,0,901,0,0,0,0,0,0
A1865,5428,0,0,47785,0,0,719,0,0,0,0,0,0
A1877,5346,0,0,47427,0,0,789,0,0,0,0,0,0
A1891,5253,0,0,48435,0,0,819,0,0,0,0,0,0
A1917,5371,0,0,48053,0,0,800,0,0,0,0,0,0
A1921,5368,0,0,48076,0,0,824,0,0,0,0,0,0
A1926,5703,0,0,48321,0,0,802,0,0,0,0,0,0
A1927,5283,0,0,47992,0,0,835,0,0,0,0,0,0
A1938,5501,0,0,47329,0,0,772,0,0,0,0,0,0
A1952,5601,0,0,47400,0,0,796,0,0,0,0,0,0
A1964,5707,0,0,48268,0,0,801,0,0,0,0,0,0
A1966,5510,0,0,47426,0,0,901,0,0,0,0,0,0
A1976,5457,0,0,47574,0,0,753,0,0,0,0,0,0
A1980,5519,0,0,47697,0,0,862,0,0,0,0,0,0
A1982,5356,0,0,47843,0,0,796,0,0,0,0,0,0
A1992,5409,0,0,47664,0,0,779,0,0,0,0,0,0
A2008,5703,0,0,48321,0,0,802,0,0,0,0,0,0
A2009,5600,0,0,47674,0,0,827,0,0,0,0,0,0
A2011,5497,0,0,47405,0,0,810,0,0,0,0,0,0
A2014,5639,0,0,48467,0,0,833,0,0,0,0,0,0
A2022,5451,0,0,47874,0,0,713,0,0,0,0,0,0
A2026,5786,0,0,48358,0,0,928,0,0,0,0,0,0
A2027,5546,0,0,48220,0,0,838,0,0,0,0,0,0
A2032,5294,0,0,47453,0,0,782,0,0,0,0,0,0
A2039,5641,0,0,47721,0,0,729,0,0,0,0,0,0
A2045,5669,0,0,47766,0,0,881,0,0,0,0,0,0
A2050,5346,0,0,47427,0,0,789,0,0,0,0,0,0
A2054,5510,0,0,47433,0,0,761,0,0,0,0,0,0
A2060,5409,0,0,47664,0,0,779,0,0,0,0,0,0
A2063,5535,0,0,47345,0,0,833,0,0,0,0,0,0
A2065,5428,0,0,47785,0,0,719,0,0,0,0,0,0
A2080,5371,0,0,48053,0,0,800,0,0,0,0,0,0
A2084,5700,0,0,47807,0,0,725,0,0,0,0,0,0
A2095,4697,0,0,48730,0,0,953,0,0,0,0,0,0
A2102,5497,0,0,47405,0,0,810,0,0,0,0,0,0
A2113,5426,0,0,47783,0,0,775,0,0,0,0,0,0
A2114,5920,0,0,48426,0,0,909,0,0,0,0,0,0
A2116,5430,0,0,48230,0,0,818,0,0,0,0,0,0
A2124,5786,0,0,48358,0,0,928,0,0,0,0,0,0
A2127,5601,0,0,47400,0,0,796,0,0,0,0,0,0
A2131,5661,0,0,47236,0,0,857,0,0,0,0,0,0
A2141,5283,0,0,47992,0,0,835,0,0,0,0,0,0
A2142,5497,0,0,47405,0,0,810,0,0,0,0,0,0
A2158,5786,0,0,48358,0,0,928,0,0,0,0,0,0
A2163,5707,0,0,48268,0,0,801,0,0,0,0,0,0
A2164,5294,0,0,47453,0,0,782,0,0,0,0,0,0
A2174,5294,0,0,47453,0,0,782,0,0,0,0,0,0
A2184,5707,0,0,48268,0,0,801,0,0,0,0,0,0
A2220,5277,0,0,47836,0,0,836,0,0,0,0,0,0
A2232,5501,0,0,47329,0,0,772,0,0,0,0,0,0
A2237,5780,0,0,48280,0,0,920,0,0,0,0,0,0
A2283,5501,0,0,47329,0,0,772,0,0,0,0,0,0
